ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
453096261,Photo,Red-headed Woodpecker,Melanerpes erythrocephalus,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Melanerpes erythrocephalus,rehwoo,Species,11145,,.00,0,,1938,3445
453095361,Photo,Blue Jay,Cyanocitta cristata,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Cyanocitta cristata,blujay,Species,21294,,4.00,2,,3003,5339
453094611,Photo,Merlin,Falco columbarius,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Falco columbarius,merlin,Species,12062,,.00,0,,1170,2080
453092111,Photo,Orchard Oriole,Icterus spurius,,,Denis Rivard,2022-05-13,2022,5,13,637,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109858518,"",,,,,Icterus spurius,orcori,Species,33679,,.00,0,,2099,3731
453088831,Photo,Wood Thrush,Hylocichla mustelina,,,Denis Rivard,2022-05-12,2022,5,12,1404,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109801333,"",,,,,Hylocichla mustelina,woothr,Species,28347,,4.50,2,,3388,6023
451495531,Photo,Mourning Warbler,Geothlypis philadelphia,,,Denis Rivard,2022-05-12,2022,5,12,1404,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109801333,"",,,,,Geothlypis philadelphia,mouwar,Species,34006,,5.00,2,,2156,3833
451464001,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2022-05-12,2022,5,12,1404,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tilden Woods Trail,41.9354075,-82.5108647,"",,Unspecified,false,false,,,,,,,S109801333,"",,,,,Setophaga magnolia,magwar,Species,34079,,.00,0,,2846,5059
451462561,Photo,Least Bittern,Botaurus exilis,,,Denis Rivard,2022-05-12,2022,5,12,1055,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109778764,"",,,,,Botaurus exilis,leabit,Species,7565,,5.00,1,,4067,7230
451461041,Photo,Yellow-throated Vireo,Vireo flavifrons,,,Denis Rivard,2022-05-12,2022,5,12,1055,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109778764,"",,,,,Vireo flavifrons,yetvir,Species,19220,,4.50,2,,1856,3299
451456721,Photo,Great Crested Flycatcher,Myiarchus crinitus,,,Denis Rivard,2022-05-12,2022,5,12,1055,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109778764,"",,,,,Myiarchus crinitus,grcfly,Species,17334,,.00,0,,3136,5575
451312671,Photo,Red-headed Woodpecker,Melanerpes erythrocephalus,,,Denis Rivard,2022-05-12,2022,5,12,1055,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109778764,"",,,,,Melanerpes erythrocephalus,rehwoo,Species,11145,,.00,0,,4160,7396
451306781,Photo,Red-headed Woodpecker,Melanerpes erythrocephalus,,,Denis Rivard,2022-05-12,2022,5,12,1055,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109778764,"",,,,,Melanerpes erythrocephalus,rehwoo,Species,11145,,.00,0,,2579,4585
451304611,Photo,Gray Catbird,Dumetella carolinensis,,,Denis Rivard,2022-05-12,2022,5,12,827,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109765245,"",,,,,Dumetella carolinensis,grycat,Species,28000,,.00,0,,2798,4974
451303091,Photo,White-eyed Vireo,Vireo griseus,,,Denis Rivard,2022-05-12,2022,5,12,827,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109765245,"",,,,,Vireo griseus,whevir,Species,19165,,.00,0,,1708,3036
451300711,Photo,Ruby-throated Hummingbird,Archilochus colubris,,,Denis Rivard,2022-05-12,2022,5,12,827,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109765245,"",,,,,Archilochus colubris,rthhum,Species,4802,,.00,0,,2824,5020
451297691,Photo,Yellow-throated Vireo,Vireo flavifrons,,,Denis Rivard,2022-05-12,2022,5,12,652,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109754118,"",,,,,Vireo flavifrons,yetvir,Species,19220,,3.00,1,,1778,3161
451235141,Photo,"Bonaparte's Gull",Chroicocephalus philadelphia,,,Denis Rivard,2022-05-12,2022,5,12,652,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,Adult – 1,"Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S109754118,"",,,,,Chroicocephalus philadelphia,bongul,Species,6462,,5.00,1,"",1691,3006
451223731,Photo,"Lincoln's Sparrow",Melospiza lincolnii,,,Denis Rivard,2022-05-11,2022,5,11,1550,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109705083,"",,,,,Melospiza lincolnii,linspa,Species,33310,,5.00,1,,2512,4465
451218161,Photo,"Lincoln's Sparrow",Melospiza lincolnii,,,Denis Rivard,2022-05-11,2022,5,11,1550,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109705083,"",,,,,Melospiza lincolnii,linspa,Species,33310,,5.00,1,,2687,4776
451157331,Photo,Brown Thrasher,Toxostoma rufum,,,Denis Rivard,2022-05-11,2022,5,11,1550,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109705083,"",,,,,Toxostoma rufum,brnthr,Species,28037,,.00,0,,1427,2537
451150451,Photo,Prothonotary Warbler,Protonotaria citrea,,,Denis Rivard,2022-05-11,2022,5,11,1255,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109694135,"",,,,,Protonotaria citrea,prowar,Species,33963,,.00,0,,1687,2999
451146421,Photo,Hooded Warbler,Setophaga citrina,,,Denis Rivard,2022-05-11,2022,5,11,1255,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109694135,"",,,,,Setophaga citrina,hoowar,Species,34057,,5.00,1,,1054,1874
451112911,Photo,Canada Warbler,Cardellina canadensis,,,Denis Rivard,2022-05-11,2022,5,11,1255,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109694135,"",,,,,Cardellina canadensis,canwar,Species,34344,,5.00,1,,3264,5802
451111211,Photo,Black-throated Green Warbler,Setophaga virens,,,Denis Rivard,2022-05-11,2022,5,11,1002,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--West Beach Footpath,41.9251532,-82.5131666,"",,Unspecified,false,false,,,,,,,S109674998,"",,,,,Setophaga virens,btnwar,Species,34218,,.00,0,,2745,4880
451109581,Photo,Willow Flycatcher,Empidonax traillii,,,Denis Rivard,2022-05-11,2022,5,11,1002,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--West Beach Footpath,41.9251532,-82.5131666,"",,Unspecified,false,false,,,,,,,S109674998,"",,,,,Empidonax traillii,wilfly,Species,16952,,.00,0,,1678,2983
451103521,Photo,Surf Scoter,Melanitta perspicillata,,,Denis Rivard,2022-05-11,2022,5,11,1002,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--West Beach Footpath,41.9251532,-82.5131666,"",,Unspecified,false,false,,,,,,,S109674998,"",,,,,Melanitta perspicillata,sursco,Species,728,,.00,0,,2292,4074
451101631,Photo,Philadelphia Vireo,Vireo philadelphicus,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Vireo philadelphicus,phivir,Species,19244,,4.67,3,,2364,4202
451100381,Photo,Palm Warbler,Setophaga palmarum,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Setophaga palmarum,palwar,Species,34148,,.00,0,,2131,3788
451098591,Photo,Great Black-backed Gull,Larus marinus,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Larus marinus,gbbgul,Species,6562,,.00,0,,1753,3116
451093301,Photo,"Bonaparte's Gull",Chroicocephalus philadelphia,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Chroicocephalus philadelphia,bongul,Species,6462,,.00,0,,1520,2702
451085451,Photo,Red-breasted Merganser,Mergus serrator,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S109651212,"",,,,,Mergus serrator,rebmer,Species,770,,.00,0,"",1861,3308
451084931,Photo,Red-breasted Merganser,Mergus serrator,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S109651212,"",,,,,Mergus serrator,rebmer,Species,770,,3.00,2,Watermark,1974,3509
451084301,Photo,Red-breasted Merganser,Mergus serrator,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"","Courtship, Display, or Copulation",Unspecified,"","",,,,,,,S109651212,"",,,,,Mergus serrator,rebmer,Species,770,,5.00,2,"",1974,3509
450932601,Photo,Barn Swallow,Hirundo rustica,,,Denis Rivard,2022-05-11,2022,5,11,703,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109651212,"",,,,,Hirundo rustica,barswa,Species,24187,,.00,0,,3108,5525
450930191,Photo,Indigo Bunting,Passerina cyanea,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Passerina cyanea,indbun,Species,34607,,.00,0,,2114,3758
450927931,Photo,Gray Catbird,Dumetella carolinensis,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Dumetella carolinensis,grycat,Species,28000,,.00,0,,3604,6407
450926021,Photo,Blackburnian Warbler,Setophaga fusca,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Setophaga fusca,bkbwar,Species,34084,,.00,0,,2392,4252
450922381,Photo,Blue-headed Vireo,Vireo solitarius,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Vireo solitarius,buhvir,Species,19226,,4.00,1,,2910,5173
450920521,Photo,Red-eyed Vireo,Vireo olivaceus,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Vireo olivaceus,reevir1,Species,19267,,.00,0,,1186,2108
450917381,Photo,Black-throated Green Warbler,Setophaga virens,,,Denis Rivard,2022-05-10,2022,5,10,1645,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109607330,"",,,,,Setophaga virens,btnwar,Species,34218,,.00,0,,1814,3224
450881461,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2022-05-10,2022,5,10,1430,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109606204,"",,,,,Setophaga magnolia,magwar,Species,34079,,.00,0,,2571,4570
450879531,Photo,Chestnut-sided Warbler,Setophaga pensylvanica,,,Denis Rivard,2022-05-10,2022,5,10,1430,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109606204,"",,,,,Setophaga pensylvanica,chswar,Species,34133,,.00,0,,2707,4812
450859101,Photo,"Wilson's Warbler",Cardellina pusilla,,,Denis Rivard,2022-05-10,2022,5,10,1430,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109606204,"",,,,,Cardellina pusilla,wlswar,Species,34346,,.00,0,,1238,2200
450854811,Photo,Red-eyed Vireo,Vireo olivaceus,,,Denis Rivard,2022-05-10,2022,5,10,1430,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109606204,"",,,,,Vireo olivaceus,reevir1,Species,19267,,.00,0,,1937,3444
450853151,Photo,Yellow-throated Vireo,Vireo flavifrons,,,Denis Rivard,2022-05-10,2022,5,10,1430,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"","",Unspecified,"","",,,,,,,S109606204,"",,,,,Vireo flavifrons,yetvir,Species,19220,,3.00,1,Habitat,1717,3052
450850041,Photo,Blue-winged Warbler,Vermivora cyanoptera,,,Denis Rivard,2022-05-10,2022,5,10,1430,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109606204,"",,,,,Vermivora cyanoptera,buwwar,Species,33957,,3.00,1,,2145,3813
450845661,Photo,Scarlet Tanager,Piranga olivacea,,,Denis Rivard,2022-05-10,2022,5,10,1042,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109561131,"",,,,,Piranga olivacea,scatan,Species,34436,,.00,0,,1843,3276
450843371,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2022-05-10,2022,5,10,1042,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109561131,"",,,,,Setophaga magnolia,magwar,Species,34079,,.00,0,,1954,3474
450841631,Photo,Ruby-throated Hummingbird,Archilochus colubris,,,Denis Rivard,2022-05-10,2022,5,10,1042,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109561131,"",,,,,Archilochus colubris,rthhum,Species,4802,,.00,0,,2812,4999
450836551,Photo,Hooded Warbler,Setophaga citrina,,,Denis Rivard,2022-05-10,2022,5,10,1042,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109561131,"",,,,,Setophaga citrina,hoowar,Species,34057,,5.00,1,,1712,3043
450833311,Photo,Wood Thrush,Hylocichla mustelina,,,Denis Rivard,2022-05-10,2022,5,10,1042,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109561131,"",,,,,Hylocichla mustelina,woothr,Species,28347,,4.00,2,,1698,3019
450820191,Photo,Red-breasted Merganser,Mergus serrator,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Mergus serrator,rebmer,Species,770,,.00,0,,4241,7540
450819081,Photo,Black-throated Blue Warbler,Setophaga caerulescens,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Setophaga caerulescens,btbwar,Species,34141,,.00,0,,2098,3730
450817191,Photo,Orchard Oriole,Icterus spurius,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Icterus spurius,orcori,Species,33679,,.00,0,,2694,4789
450811191,Photo,Least Flycatcher,Empidonax minimus,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Empidonax minimus,leafly,Species,16963,,4.00,1,,1411,2508
450803171,Photo,Blackburnian Warbler,Setophaga fusca,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Setophaga fusca,bkbwar,Species,34084,,5.00,1,,4317,7674
450798461,Photo,Chestnut-sided Warbler,Setophaga pensylvanica,,,Denis Rivard,2022-05-10,2022,5,10,807,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip,41.9124495,-82.5093198,"",,Unspecified,false,false,,,,,,,S109548047,"",,,,,Setophaga pensylvanica,chswar,Species,34133,,.00,0,,3267,5808
450794831,Photo,"Swainson's Thrush",Catharus ustulatus,,,Denis Rivard,2022-05-09,2022,5,9,1548,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--DeLaurier Homestead Trail,41.9501084,-82.5180826,"",,Unspecified,false,false,,,,,,,S109475813,"",,,,,Catharus ustulatus,swathr,Species,28324,,.00,0,,2476,4402
450790141,Photo,Carolina Wren,Thryothorus ludovicianus,,,Denis Rivard,2022-05-09,2022,5,9,1548,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--DeLaurier Homestead Trail,41.9501084,-82.5180826,Juvenile – 1,,Unspecified,false,false,,,,,,,S109475813,"",,,"Young Carolina wren, newly fledged. ",Two adults caring for newly fledged young.,Thryothorus ludovicianus,carwre,Species,27348,,.00,0,,2262,4021
450788421,Photo,Carolina Wren,Thryothorus ludovicianus,,,Denis Rivard,2022-05-09,2022,5,9,1548,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--DeLaurier Homestead Trail,41.9501084,-82.5180826,"",,Unspecified,false,false,,,,,,,S109475813,"",,,,Two adults caring for newly fledged young.,Thryothorus ludovicianus,carwre,Species,27348,,.00,0,,1876,3335
450786281,Photo,Chestnut-sided Warbler,Setophaga pensylvanica,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Setophaga pensylvanica,chswar,Species,34133,,.00,0,,2015,3582
450784931,Photo,White-eyed Vireo,Vireo griseus,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Vireo griseus,whevir,Species,19165,,.00,0,,1786,3175
450782931,Photo,Blue-headed Vireo,Vireo solitarius,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Vireo solitarius,buhvir,Species,19226,,5.00,2,,1640,2916
450781201,Photo,Prothonotary Warbler,Protonotaria citrea,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,Note parasite (tick) above the eye.  ,,Protonotaria citrea,prowar,Species,33963,,.00,0,,2435,4329
450779291,Photo,Hooded Warbler,Setophaga citrina,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Setophaga citrina,hoowar,Species,34057,,4.00,1,,1419,2523
450777921,Photo,Prothonotary Warbler,Protonotaria citrea,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Protonotaria citrea,prowar,Species,33963,,.00,0,,2029,3607
450776001,Photo,Magnolia Warbler,Setophaga magnolia,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Setophaga magnolia,magwar,Species,34079,,.00,0,,1703,3027
450774361,Photo,Rose-breasted Grosbeak,Pheucticus ludovicianus,,,Denis Rivard,2022-05-09,2022,5,9,1132,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Woodland Nature Trail,41.9283198,-82.5100064,"",,Unspecified,false,false,,,,,,,S109462516,"",,,,,Pheucticus ludovicianus,robgro,Species,34557,,.00,0,,2707,4812
450772651,Photo,"Swainson's Thrush",Catharus ustulatus,,,Denis Rivard,2022-05-09,2022,5,9,938,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Sparrow Field,41.9175830,-82.5089550,"",,Unspecified,false,false,,,,,,,S109441964,"",,,,,Catharus ustulatus,swathr,Species,28324,,.00,0,,1808,3214
450771591,Photo,Red-breasted Merganser,Mergus serrator,,,Denis Rivard,2022-05-09,2022,5,9,817,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip Observation Tower,41.9139653,-82.5101787,"",,Unspecified,false,false,,,,,,,S109432959,"",,,,,Mergus serrator,rebmer,Species,770,,.00,0,,2749,4887
450752241,Photo,Baltimore Oriole,Icterus galbula,,,Denis Rivard,2022-05-09,2022,5,9,817,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip Observation Tower,41.9139653,-82.5101787,"",,Unspecified,false,false,,,,,,,S109432959,"",,,,,Icterus galbula,balori,Species,33770,,.00,0,,1472,2617
450751621,Photo,Red-headed Woodpecker,Melanerpes erythrocephalus,,,Denis Rivard,2022-05-09,2022,5,9,817,Canada,CA-ON-ES,Ontario,Essex,Point Pelee NP--Tip Observation Tower,41.9139653,-82.5101787,"",,Unspecified,false,false,,,,,,,S109432959,"",,,,,Melanerpes erythrocephalus,rehwoo,Species,11145,,.00,0,,1602,2848
450750361,Photo,Veery,Catharus fuscescens,,,Denis Rivard,2022-05-08,2022,5,8,1556,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109375497,"",,,,,Catharus fuscescens,veery,Species,28313,,2.00,1,,2434,4327
450749031,Photo,Black-and-white Warbler,Mniotilta varia,,,Denis Rivard,2022-05-08,2022,5,8,1556,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109375497,"",,,,,Mniotilta varia,bawwar,Species,33962,,.00,0,,2555,4542
450747541,Photo,Northern Yellow Warbler,Setophaga aestiva,,,Denis Rivard,2022-05-08,2022,5,8,1556,Canada,CA-ON-ES,Ontario,Essex,Hillman Marsh CA (general location),42.0389667,-82.5091267,"",,Unspecified,false,false,,,,,,,S109375497,"",,,,,Setophaga aestiva,yelwar1,Group,34087,,.00,0,,1722,3061
